city_id,city_name,line_id,line_name,line_hex_color,station_id,station_name,lat,lng,order
1,"Москва",133,"Солнцевская",FFCD1C,133.557,"Раменки",55.6961,37.505,5
1,"Москва",133,"Солнцевская",FFCD1C,133.607,"Мичуринский проспект",55.6888,37.485,6
1,"Москва",133,"Солнцевская",FFCD1C,133.608,"Озёрная",55.6698,37.4495,7
1,"Москва",133,"Солнцевская",FFCD1C,133.609,"Говорово",55.6588,37.4174,8
1,"Москва",133,"Солнцевская",FFCD1C,133.610,"Солнцево",55.649,37.3911,9
1,"Москва",133,"Солнцевская",FFCD1C,133.611,"Боровское шоссе",55.647,37.3701,10
1,"Москва",133,"Солнцевская",FFCD1C,133.612,"Новопеределкино",55.6385,37.3544,11
1,"Москва",133,"Солнцевская",FFCD1C,133.613,"Рассказовка",55.6324,37.3328,12
1,"Москва",95,"МЦК",CC4C6E,95.515,"Окружная",55.848889,37.571111,0
1,"Москва",95,"МЦК",CC4C6E,95.516,"Владыкино",55.847222,37.591944,1
1,"Москва",95,"МЦК",CC4C6E,95.517,"Ботанический сад",55.845556,37.640278,2
1,"Москва",95,"МЦК",CC4C6E,95.518,"Ростокино",55.839444,37.667778,3
1,"Москва",95,"МЦК",CC4C6E,95.519,"Белокаменная",55.83,37.700556,4
1,"Москва",95,"МЦК",CC4C6E,95.520,"Бульвар Рокоссовского",55.817222,37.736944,5
1,"Москва",95,"МЦК",CC4C6E,95.521,"Локомотив",55.803219,37.745742,6
1,"Москва",95,"МЦК",CC4C6E,95.522,"Измайлово",55.788611,37.742778,7
1,"Москва",95,"МЦК",CC4C6E,95.523,"Соколиная Гора",55.77,37.745278,8
1,"Москва",95,"МЦК",CC4C6E,95.524,"Шоссе Энтузиастов",55.758633,37.748477,9
1,"Москва",95,"МЦК",CC4C6E,95.525,"Андроновка",55.741111,37.734444,10
1,"Москва",95,"МЦК",CC4C6E,95.526,"Нижегородская",55.732222,37.72825,11
1,"Москва",95,"МЦК",CC4C6E,95.527,"Новохохловская",55.723889,37.716111,12
1,"Москва",95,"МЦК",CC4C6E,95.528,"Угрешская",55.718333,37.697778,13
1,"Москва",95,"МЦК",CC4C6E,95.529,"Дубровка",55.71268,37.677775,14
1,"Москва",95,"МЦК",CC4C6E,95.530,"Автозаводская",55.70631,37.66314,15
1,"Москва",95,"МЦК",CC4C6E,95.531,"ЗИЛ",55.698333,37.648333,16
1,"Москва",95,"МЦК",CC4C6E,95.532,"Верхние Котлы",55.69,37.618889,17
1,"Москва",95,"МЦК",CC4C6E,95.533,"Крымская",55.690038,37.605,18
1,"Москва",95,"МЦК",CC4C6E,95.534,"Площадь Гагарина",55.706944,37.585833,19
1,"Москва",95,"МЦК",CC4C6E,95.535,"Лужники",55.720278,37.563056,20
1,"Москва",95,"МЦК",CC4C6E,95.536,"Кутузовская",55.740833,37.533333,21
1,"Москва",95,"МЦК",CC4C6E,95.537,"Деловой центр",55.747222,37.532222,22
1,"Москва",95,"МЦК",CC4C6E,95.538,"Шелепиха",55.7575,37.525556,23
1,"Москва",95,"МЦК",CC4C6E,95.539,"Хорошево",55.777222,37.507222,24
1,"Москва",95,"МЦК",CC4C6E,95.540,"Зорге",55.787778,37.504444,25
1,"Москва",95,"МЦК",CC4C6E,95.541,"Панфиловская",55.799167,37.498889,26
1,"Москва",95,"МЦК",CC4C6E,95.542,"Стрешнево",55.813611,37.486944,27
1,"Москва",95,"МЦК",CC4C6E,95.543,"Балтийская",55.825833,37.496111,28
1,"Москва",95,"МЦК",CC4C6E,95.544,"Коптево",55.839637,37.520037,29
1,"Москва",95,"МЦК",CC4C6E,95.545,"Лихоборы",55.847222,37.551389,30
1,"Москва",96,"Монорельс",006DA8,96.549,"Тимирязевская",55.819049,37.578882,0
1,"Москва",96,"Монорельс",006DA8,96.550,"Улица Милашенкова",55.821876,37.591206,1
1,"Москва",96,"Монорельс",006DA8,96.551,"Телецентр",55.821795,37.608975,2
1,"Москва",96,"Монорельс",006DA8,96.552,"Улица Академика Королёва",55.821821,37.627167,3
1,"Москва",96,"Монорельс",006DA8,96.553,"Выставочный центр",55.824086,37.638494,4
1,"Москва",96,"Монорельс",006DA8,96.554,"Улица Сергея Эйзенштейна",55.829305,37.644997,5
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.813,"Мичуринский проспект",55.688333,37.485,0
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.814,"Проспект Вернадского",55.677778,37.505,1
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.815,"Новаторская",55.670833,37.52,2
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.816,"Воронцовская",55.658333,37.540833,3
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.817,"Зюзино",55.655158,37.575786,4
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.818,"Каховская",55.653056,37.598333,5
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.824,"Варшавская",55.653333,37.619444,6
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.832,"Каширская",55.655,37.648611,7
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.831,"Кленовый бульвар",55.674444,37.680833,8
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.830,"Нагатинский Затон",55.684444,37.703611,9
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.829,"Печатники",55.694722,37.7275,10
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.828,"Текстильщики",55.708333,37.728333,11
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.827,"Нижегородская",55.7325,37.728611,12
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.826,"Авиамоторная",55.753056,37.718611,13
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.825,"Лефортово",55.764444,37.702778,14
1,"Москва",97,"Большая кольцевая линия",88CDCF,97.803,"Электрозаводская",55.782057,37.7053,15
